Position;Mean_Q1;Mean_Q2;Mean_Q3;Mean_Q4;Mean_MT1;Mean_MT2;Mean_Game;CV_Q1;CV_Q2;CV_Q3;CV_Q4;CV_MT1;CV_MT2;CV_Game;Max_Q1;Max_Q2;Max_Q3;Max_Q4;Max_MT1;Max_MT2;Max_Game;ApEn_Q1;ApEn_Q2;ApEn_Q3;ApEn_Q4;ApEn_MT1;ApEn_MT2;ApEn_Game;SampEn_Q1;SampEn_Q2;SampEn_Q3;SampEn_Q4;SampEn_MT1;SampEn_MT2;SampEn_Game;H2_Q1;H2_Q2;H2_Q3;H2_Q4;H2_MT1;H2_MT2;H2_Game;Frac_Max_Q1;Frac_Max_Q2;Frac_Max_Q3;Frac_Max_Q4;Frac_Max_MT1;Frac_Max_MT2;Frac_Max_Game;Frac_Peak_Q1;Frac_Peak_Q2;Frac_Peak_Q3;Frac_Peak_Q4;Frac_Peak_MT1;Frac_Peak_MT2;Frac_Peak_Game
DL;7.444941485;6.351493829;6.012881113;6.231962799;6.898237046;6.122421956;6.493516599;60.8214314;68.9585858;69.9153391;70.8591063;65.059765;70.4385328;67.9807193;31.38;26.51;27.86;27.97;31.38;27.97;31.38;0.252824929;0.224623834;0.232711495;0.227286422;0.239108011;0.231322338;0.234867171;0.12678061;0.100017676;0.111423993;0.101005272;0.112545459;0.106532461;0.109213227;0.9153;1.021;1.0272;0.9625;0.9159;0.9137;0.8795;1.4902;2.1662;1.8476;2.4165;2.3242;2.2362;2.6749;1.07;1.17;1.16;1.24;1.16;1.14;1.21
DL;5.938733421;6.403982362;5.915145041;5.253197051;6.171357892;5.584171046;5.875238021;83.103526;71.6280329;71.5177474;75.9422585;77.2917089;73.8674273;76.013065;29.8;27.56;24.95;23.26;29.8;24.95;29.8;0.210207654;0.223660637;0.215675196;0.223455668;0.218052596;0.219870254;0.218940762;0.092733754;0.112298329;0.094568799;0.099141122;0.101871946;0.096511355;0.099518383;1.0457;1.0135;0.9721;1.0079;0.9521;0.9316;0.8987;3.8496;;2.0428;4.376;7.5512;4.279;7.6159;1.56;1.79;1.17;1.49;6.68;1.57;1.46
DL;6.973482322;6.631617375;6.323656691;5.893137977;6.802549848;6.108397334;6.444149935;61.230024;59.7559335;65.733159;73.9072599;60.6045735;69.7829955;65.3272363;26.56;29.79;24.43;25.84;29.79;25.84;29.79;0.255324248;0.268643362;0.242431588;0.226120641;0.263456743;0.236063699;0.249666925;0.128515253;0.143961612;0.120826343;0.11101868;0.136571693;0.116691143;0.125899961;0.988;0.9235;0.939;0.977;0.8834;0.8973;0.8514;1.8331;1.9728;3.0723;;1.8817;9.8976;9.3691;1.1;1.06;1.37;2.37;1.01;2.25;2.31
DL;7.275546129;6.632846143;6.826193821;6.928734767;6.954196136;6.877462457;6.915932836;62.384719;66.9481889;70.1275513;68.7042874;64.7288903;69.4136707;67.0825998;27.47;26.27;27.49;28.93;27.47;28.93;28.93;0.247936143;0.238733327;0.215319305;0.218347504;0.243363031;0.218407827;0.232714961;0.125142025;0.117942351;0.103088136;0.098704591;0.122278388;0.101314937;0.111532291;0.9232;1.0687;0.9745;1.016;0.9252;0.9339;0.8799;1.7447;1.8717;2.6239;2.1482;1.831;2.6156;2.5192;1.05;1.19;1.23;1.18;1.05;1.17;1.15
DL;6.875272806;5.779950725;5.506543773;5.843709271;6.327631608;5.675126522;5.991071172;52.8481029;71.6407768;82.4875971;68.2964678;62.1658738;75.3951808;68.9047423;21.99;25.17;30.3;29.7;25.17;30.3;30.3;0.314459087;0.258355731;0.236918074;0.28144245;0.285429585;0.260423067;0.273111323;0.17010932;0.111601481;0.11083012;0.137273717;0.1368631;0.123329895;0.13185426;0.8298;1.0619;0.9576;0.9946;0.9173;0.9111;0.877;1.6843;2.6359;5.3045;6.3962;2.5621;6.1511;5.911;0.93;1.36;1.28;2.05;1.21;1.58;1.68
A;6.610133324;7.304836606;7.271596583;6.564496026;6.957484965;6.918058011;6.93688511;73.7896034;66.2553484;66.889228;78.666482;70.0119026;72.68786;71.4152023;28.58;28.33;28.09;27.61;28.58;28.09;28.58;0.225257699;0.232046724;0.245694323;0.211604993;0.22967147;0.229982924;0.229832207;0.098905971;0.113266778;0.122147308;0.08608656;0.105814302;0.102294994;0.104141391;1.1047;1.0012;0.9674;1.0297;0.9854;0.9404;0.9189;;3.121;3.2938;1.9504;8.4525;3.2203;8.3704;1.95;1.43;1.43;1.22;2.02;1.41;1.36
A;7.66340119;6.705757293;6.178903406;5.204412373;7.184579242;5.691657889;6.411046733;61.4951939;70.1786794;68.9986474;90.1040145;65.8843781;79.1996691;72.963962;25;27.95;23.79;24.43;27.95;24.43;27.95;0.252269482;0.233679508;0.2349894;0.194731832;0.243943321;0.213776225;0.227977299;0.128832523;0.111426404;0.11176917;0.082641606;0.119546448;0.097224333;0.106859434;1.0539;1.0629;0.9927;1.0161;0.9996;0.9345;0.9291;2.0336;;5.1718;7.1287;7.3253;6.8457;7.9338;1.16;2.04;1.71;1.81;2.19;2;2.27
A;7.984414497;7.248574266;6.722560484;6.76248179;7.61650743;6.742521137;7.160573886;58.8313303;69.4940675;72.945839;73.702897;64.1250146;73.3273128;68.9162519;25.92;27.72;24.1;27.16;27.72;27.16;27.72;0.253421992;0.219797736;0.230915901;0.211179596;0.237053963;0.223528419;0.23062239;0.122412884;0.09579447;0.108624421;0.09046259;0.108376462;0.099710268;0.104252972;0.9397;0.9822;1.0324;0.9898;0.9078;0.9479;0.8927;1.9029;4.128;5.4111;6.8756;4.1601;6.9877;6.6575;1.07;1.64;1.88;1.95;1.56;2.05;2.01
A;7.522699577;7.252587651;6.880506215;6.581134643;7.387643614;6.730820429;7.048517317;62.0702125;56.5469453;65.7746298;69.6293326;59.5105069;67.6957986;63.726137;26.48;26.37;27.51;27.1;26.48;27.51;27.51;0.25387099;0.270530832;0.229948458;0.235611354;0.265085695;0.233537636;0.250017717;0.120845251;0.146205557;0.109529947;0.112577075;0.13374262;0.111424542;0.121971454;1.0258;1.0205;0.951;0.9976;0.954;0.9063;0.8844;1.9813;2.0388;;5.3643;2.3614;10.5601;9.8588;1.14;1.16;;1.72;1.18;9.27;1.44
DL;7.221855792;6.601801123;5.964012094;5.202116421;6.911828457;5.583064258;6.242816008;67.2107519;78.3238605;80.9125382;87.126924;72.6914853;84.1244953;78.6067076;30.29;30.17;26.39;28.81;30.29;28.81;30.29;0.217179941;0.196919612;0.201920521;0.19767763;0.208599583;0.201738074;0.203967173;0.100934291;0.08187852;0.089908209;0.087050377;0.091387279;0.087564734;0.089886772;0.9821;1.0707;1.0603;1.0616;0.9552;0.9922;0.9285;1.9208;2.3711;;7.2064;2.181;8.0454;7.4915;1.12;1.25;1.94;1.42;1.11;1.82;1.9
A;5.799681183;6.189192812;6.008302761;5.098960927;5.994436997;5.553646899;5.764132311;79.7095989;72.4407371;76.3993669;97.630658;76.0340592;86.6027313;81.472499;25.29;29.74;27.89;29.42;29.74;29.42;29.74;0.209162686;0.230737668;0.238803402;0.185167605;0.220976082;0.21132984;0.219447997;0.091042672;0.094782716;0.092493725;0.070197447;0.09425016;0.081084166;0.0878781;1.0828;1.0017;1.0161;0.9841;0.9641;0.9311;0.9075;2.6861;4.0152;2.1624;;4.3745;9.4757;9.2619;1.4;1.5;1.21;9.46;1.67;8.76;1.4
A;5.71817254;6.177806358;6.185657634;5.382496758;5.947989449;5.784077196;5.865611622;75.0828313;74.4015899;70.2245763;77.4285746;74.8709279;73.9178066;74.4264962;27.62;27.5;30.73;24.62;27.62;30.73;30.73;0.230621007;0.219884231;0.234402566;0.231347555;0.22419564;0.233190611;0.22996684;0.100761153;0.0923621;0.104921295;0.094396657;0.096732026;0.099328256;0.098850626;1.0142;1.0252;0.9574;1.0023;0.9393;0.9138;0.884;;3.1257;1.8476;3.2143;12.1931;3.1019;12.1357;;1.45;1.15;1.45;11;1.36;1.83
A;6.49560271;5.781751917;4.743676235;4.310264462;6.138677314;4.526970348;5.324070037;71.8153685;76.3605181;84.2054512;100.7917363;74.2105636;92.3052092;83.4466068;30.46;29.83;27.51;34.45;30.46;34.45;34.45;0.23142081;0.229591635;0.253335251;0.233637381;0.23121701;0.244436993;0.237519713;0.099177279;0.099324594;0.109105831;0.092731416;0.099221059;0.101488766;0.101411971;1.0107;0.987;0.9671;1.0136;0.9265;0.9262;0.8897;3.0143;1.9905;;;3.0849;11.9707;11.4448;1.41;1.25;1.95;;1.35;10.85;1.2
A;6.42162484;5.576145729;5.727636729;5.282425806;5.998885284;5.505039246;5.752628635;63.8899193;74.5073726;75.7226341;81.3523224;69.1845149;78.5271645;73.782317;25.87;29.05;27.7;28.67;29.05;28.67;29.05;0.24092219;0.221103051;0.197885049;0.19574163;0.232254862;0.198411578;0.217796563;0.103121778;0.091067278;0.07692973;0.077844859;0.09716442;0.077824386;0.087232828;0.9649;1.0334;1.0566;1.0266;0.9249;0.9694;0.8968;1.8853;1.8141;2.1509;;1.8808;10.1277;9.7482;1.14;1.14;1.24;1.67;1.07;1.64;1.87
DL;6.126619086;6.795101804;6.240754255;5.256582119;6.460860445;5.748684481;6.088761656;76.0075453;63.2473286;62.7513364;74.257668;69.5444715;68.5473953;69.4468434;26.69;29.51;22.1;23.36;29.51;23.36;29.51;0.240248547;0.258569948;0.277350879;0.236097808;0.25094368;0.258742316;0.254208267;0.114744292;0.125395221;0.149239069;0.108357014;0.120851396;0.126665288;0.12404932;1.0841;0.9647;0.9801;1.0309;0.9675;0.9352;0.9161;5.348;1.8037;3.5433;2.1923;5.2817;3.5439;5.3088;1.95;1.1;1.48;1.23;1.86;1.44;1.82
DL;6.65754928;6.272740305;6.158657423;4.930778615;6.465144792;5.544718019;5.988240881;67.3277922;70.8399303;63.9843651;86.9788531;69.0951374;75.0945408;72.4256344;25.71;21.48;23.98;25.33;25.71;25.33;25.71;0.238733601;0.236876793;0.245314186;0.205477595;0.237867964;0.223986574;0.231824699;0.126660634;0.117727386;0.124595032;0.083622674;0.122220936;0.103580993;0.11135489;1.0478;1.0166;0.9939;0.9842;0.973;0.9172;0.9096;2.9643;;2.7999;;7.812;7.7828;8.3534;1.43;2.26;1.34;;2.22;6.89;1.61
DL;7.131442656;6.413683501;5.708387097;6.041484781;6.772575806;5.874935939;6.304302872;58.5492511;65.295096;70.4197103;69.4313416;61.9692793;69.9836595;66.2512301;27.01;25.31;27.86;26.92;27.01;27.86;27.86;0.282445331;0.252923953;0.230513927;0.229635072;0.270173061;0.230966989;0.250347635;0.157649405;0.120710292;0.111021732;0.107090691;0.139233975;0.108841913;0.12221656;0.8547;0.9116;1.0222;1.0174;0.8374;0.9385;0.8577;1.9057;1.8846;2.3279;4.4136;2.1254;4.5731;4.1704;1.06;1.04;1.3;1.6;1.05;1.59;1.5
DL;6.148190403;6.350520103;6.273619548;5.210134462;6.249355253;5.741877005;5.993432638;77.7048407;68.9936757;65.5966473;81.1848851;73.3637956;73.262262;73.5039563;28.48;27.75;26.84;26.88;28.48;26.88;28.48;0.235525931;0.242498353;0.244763708;0.216718863;0.239177157;0.230635102;0.235202982;0.115320315;0.123191407;0.122674239;0.097477976;0.119686575;0.109767759;0.114142385;0.9592;1.017;0.9415;1.0741;0.9236;0.9497;0.8893;;1.9443;4.9835;;11.9996;14.3407;15.4031;1.59;1.19;1.58;1.69;10.81;1.74;1.89
DL;7.062649174;6.359586391;6.463116388;6.192696629;6.711117782;6.327906508;6.514937233;60.7677116;61.9628725;61.5705825;72.7507233;61.611722;67.2026359;64.4645918;27.36;24.13;25.42;28.18;27.36;28.18;28.18;0.262309973;0.271350492;0.259361941;0.233828542;0.267990239;0.2467419;0.259382192;0.14105143;0.142631674;0.136639347;0.118460831;0.140498705;0.127835717;0.135022192;1.0274;0.9791;0.9884;1.0422;0.9369;0.9383;0.8947;2.9903;1.6183;6.2116;;2.9721;8.1888;8.0377;1.42;1.07;2;1.95;1.35;2.18;2.15
DL;7.031539284;5.760846998;6.096583041;6.325607168;6.396193141;6.211091;6.303891838;61.0345095;71.1059448;73.8379427;71.0873928;66.3345926;72.4595339;69.3888537;26.32;23.53;25.67;24.64;26.32;25.67;26.32;0.282035339;0.241687836;0.219241283;0.218933102;0.262866507;0.220301555;0.242631211;0.160254018;0.115379619;0.106714653;0.101250391;0.135382289;0.10414333;0.119363606;0.9177;1.0071;1.0415;1.051;0.9101;0.9907;0.9061;3.7823;5.0149;;1.9711;5.1659;7.4169;7.5257;1.28;1.76;1.59;1.22;1.71;1.82;2.03
DL;7.009818854;5.77455;5.360434664;5.404557513;6.392206804;5.382496089;5.871400628;52.0127018;70.5741372;79.0614486;69.8057132;61.2554377;74.5399224;68.0859799;29.22;26.12;27.41;26.2;29.22;27.41;29.22;0.337121459;0.253810214;0.250950878;0.319417613;0.294035312;0.284965304;0.29185981;0.184177323;0.108233086;0.121063733;0.161130582;0.142358951;0.140156566;0.143104304;0.8316;0.9838;0.9232;1.0034;0.8517;0.9007;0.8415;1.636;3.0621;;;2.924;11.9981;11.0162;0.96;1.4;;2.43;1.23;1.64;1.88
A;6.979385835;5.174541009;5.751316582;5.241115313;6.076996851;5.496215948;5.765614379;64.6671299;77.8057965;76.7380483;73.6806439;71.9234253;75.5888822;73.9906037;26.09;26.43;30.74;26.52;26.43;30.74;30.74;0.210114179;0.209262604;0.186090398;0.230682848;0.207955384;0.208165131;0.209459323;0.091672259;0.091259034;0.07579875;0.100778857;0.089241182;0.087246452;0.088332748;1.0274;0.9959;1.0376;0.9586;0.9569;0.9375;0.9023;1.9339;4.4666;;;4.0344;10.4505;9.8097;1.16;1.7;1.68;1.64;1.6;1.6;1.78
MD;7.604437675;7.082112393;6.914474368;5.255005666;7.343275034;6.084740017;6.691185928;59.7082163;62.091707;63.7683341;90.6712804;60.9681063;76.6634064;69.0199617;22.82;22.57;22.08;23.91;22.82;23.91;23.91;0.238340472;0.221274004;0.226294751;0.190746144;0.23040706;0.207384371;0.217299448;0.125043366;0.118822229;0.121348539;0.08182154;0.122370734;0.099873001;0.110325346;1.1079;1.0193;1.0541;1.0595;1.0131;0.9787;0.957;2.0937;;6.1765;;11.0402;11.8723;12.3581;1.22;1.79;1.91;;1.75;10.68;1.03
MD;7.787913024;6.711658146;6.232497917;6.388960323;7.24980552;6.31072912;6.746324896;51.8698302;66.0041197;70.9202778;65.2929214;58.9423351;68.1103934;63.9181556;20.9;21.76;23.16;19.74;21.76;23.16;23.16;0.267421088;0.232337129;0.210533379;0.236636638;0.249572756;0.225729308;0.235691807;0.155028023;0.114547466;0.103927738;0.119726843;0.132901808;0.112604614;0.12191202;0.9843;1.115;1.1475;1.0888;0.9756;1.0458;0.9798;1.6989;2.3392;3.2301;7.6665;2.2533;7.5354;7.2314;1.07;1.33;1.43;2.3;1.19;2.22;2.22
MD;6.94574194;6.804032453;7.326607957;6.864295137;6.874887197;7.095451547;6.985948696;62.5989188;68.6528147;59.8549089;62.5101559;65.6436968;61.2285654;63.4162434;23.1;24.3;24.01;25.53;24.3;25.53;25.53;0.247782253;0.232136608;0.273366541;0.265037677;0.240068369;0.271924435;0.256909536;0.131237383;0.11300586;0.147107237;0.123353014;0.12202103;0.134331603;0.12923988;1.0095;1.0554;1.0522;1.0485;0.9631;0.9913;0.9356;3.4886;3.7352;2.0557;2.3678;4.122;2.3513;4.1263;1.48;1.56;1.17;1.28;1.58;1.17;1.57
MD;8.051051966;7.341259386;7.227628825;6.548222119;7.696155676;6.887925472;7.270025306;58.0049922;65.8772121;65.9151258;74.2363486;61.9397847;70.0467726;66.2230804;28.54;26.85;26.8;27.98;28.54;27.98;28.54;0.273089288;0.23839826;0.224698072;0.218578296;0.256792961;0.222676253;0.239052894;0.155283023;0.122123106;0.118032173;0.112701944;0.138459299;0.115599027;0.127200787;1.0172;1.1915;1.0095;0.9975;1.0351;0.9443;0.9574;1.5997;3.1323;;;2.634;16.9267;16.0057;1.1;1.5;;;1.33;1.68;1.89
MD;7.432202457;5.818594522;6.761152111;6.712519696;6.625398489;6.736835903;6.68243254;54.8661183;79.8283224;64.0859364;65.4136444;67.0797915;64.7487391;65.884619;23.92;23.37;21.01;22.96;23.92;22.96;23.92;0.295217246;0.219185083;0.239486792;0.232237269;0.254572056;0.235650898;0.244903084;0.156705225;0.103613241;0.12427017;0.119955451;0.129864614;0.12243389;0.126093197;0.9555;1.1129;0.9519;1.0514;0.9826;0.9335;0.9132;2.6615;;;;7.5277;10.7284;10.6039;1.27;2.17;1.65;2.29;2.25;1.81;1.82
MD;6.338239258;7.290798493;7.211179392;6.379937086;6.814518875;6.795572001;6.804619483;72.7234876;60.0659084;62.1253836;72.9407073;66.3419779;67.490856;66.9427403;21.84;22.29;23.79;24.53;22.29;24.53;24.53;0.221533013;0.251618293;0.257400442;0.214899291;0.236636785;0.237204764;0.236766506;0.110770844;0.133617988;0.136575907;0.104172968;0.123200801;0.119988525;0.121665274;1.1533;1.0268;1.063;1.1262;1.0196;1.0276;0.9788;;3.3586;3.9773;6.2052;12.7699;6.2762;12.7443;;1.46;1.64;2.01;11.6;2.06;1.42
MD;8.142712958;7.201371116;6.762639178;6.862084417;7.67205873;6.812361798;7.223579535;50.4024856;59.1618326;68.1120249;64.2977121;54.8659482;66.2092097;60.7733561;26.49;25.9;23.73;22.99;26.49;23.73;26.49;0.27385321;0.252665452;0.232900121;0.233576319;0.264039063;0.234735796;0.249931579;0.153752351;0.139431932;0.120590704;0.113489641;0.146080495;0.118038611;0.130792709;0.9493;1.0496;1.0709;1.0077;0.9479;0.9629;0.9158;1.6946;4.3192;3.5986;4.2461;3.8377;4.6135;4.7042;1.08;1.48;1.53;1.68;1.42;1.71;1.7
MD;7.811573074;6.333334058;5.915044555;6.122603904;7.072480345;6.01882423;6.529007245;48.2498839;66.327504;74.8448251;66.7978792;57.3849814;70.8272405;64.3030869;22.82;21.63;23.3;21.49;22.82;23.3;23.3;0.324543748;0.265027772;0.239011104;0.284959425;0.291973045;0.262304096;0.27807437;0.186464688;0.13344703;0.111390534;0.139268285;0.157906457;0.126092991;0.143525482;0.9246;1.0659;0.9658;1.0817;0.9402;0.9584;0.9134;1.5296;2.0375;;1.4018;1.8137;13.1861;12.345;0.99;1.21;1.64;1.93;1.05;1.78;1.79
MD;7.101129331;6.467151005;6.761911691;6.401140502;6.784140168;6.581532562;6.683109753;59.4537419;67.7916537;67.5143177;68.9512623;63.6098998;68.2766057;65.9319184;27.14;25.13;27.54;24.89;27.14;27.54;27.54;0.24958367;0.227105495;0.210733691;0.198871226;0.239109564;0.206937151;0.223028999;0.12929203;0.109645375;0.10260823;0.084242178;0.119074826;0.093955199;0.105985627;1.0768;1.0854;1.103;1.1059;1.0013;1.037;0.968;1.881;4.9677;4.1018;6.1009;4.2962;6.235;6.2458;1.19;1.75;1.72;1.92;1.59;2.1;1.94